Drug_Name,Drug_ID,Interactor_Name,Interactor_ID,Interaction_Description,targets_A,targets_B
Troglitazone,DB00197,Bupranolol,DB08808,The therapeutic efficacy of Troglitazone can be increased when used in combination with Bupranolol.,['HTR2A'],['CALM1']
Troglitazone,DB00197,Indenolol,DB08952,The therapeutic efficacy of Troglitazone can be increased when used in combination with Indenolol.,['HTR1A'],['HRH1']
Troglitazone,DB00197,Arotinolol,DB09204,The therapeutic efficacy of Troglitazone can be increased when used in combination with Arotinolol.,['CACNA1A'],['DRD2']
Troglitazone,DB00197,Levobetaxolol,DB09351,The therapeutic efficacy of Troglitazone can be increased when used in combination with Levobetaxolol.,['HTR2C'],['HTR2A']
Troglitazone,DB00197,Talinolol,DB11770,The therapeutic efficacy of Troglitazone can be increased when used in combination with Talinolol.,['HTR2A'],['CACNG1']
Troglitazone,DB00197,Anisodamine,DB11785,The therapeutic efficacy of Troglitazone can be increased when used in combination with Anisodamine.,['HTR1A'],['CACNA1F']
Troglitazone,DB00197,Bucindolol,DB12752,The therapeutic efficacy of Troglitazone can be increased when used in combination with Bucindolol.,['CACNA1A'],['CACNA1S']
Troglitazone,DB00197,Esatenolol,DB13443,The therapeutic efficacy of Troglitazone can be increased when used in combination with Esatenolol.,['HTR2C'],['CACNA1D']
Troglitazone,DB00197,Cloranolol,DB13508,The therapeutic efficacy of Troglitazone can be increased when used in combination with Cloranolol.,['HTR2A'],['CACNA1C']
Troglitazone,DB00197,Mepindolol,DB13530,The therapeutic efficacy of Troglitazone can be increased when used in combination with Mepindolol.,['HTR1A'],['CACNA1G']
Troglitazone,DB00197,Epanolol,DB13757,The therapeutic efficacy of Troglitazone can be increased when used in combination with Epanolol.,['CACNA1A'],['SV2A']
Troglitazone,DB00197,Tertatolol,DB13775,The therapeutic efficacy of Troglitazone can be increased when used in combination with Tertatolol.,['HTR2C'],['CACNA1B']
Troglitazone,DB00197,Propranolol,DB00571,The therapeutic efficacy of Troglitazone can be increased when used in combination with Propranolol.,['HTR2A'],['GLRA1']
Troglitazone,DB00197,Hydroxychloroquine,DB01611,The therapeutic efficacy of Troglitazone can be increased when used in combination with Hydroxychloroquine.,['CACNA1A'],['CACNA1I']
Succinylcholine,DB00202,Magnesium sulfate,DB00653,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Magnesium sulfate.,['SLC5A2'],['CA3']
Succinylcholine,DB00202,Bambuterol,DB01408,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Bambuterol.,['SLC5A2'],['CA3']
Succinylcholine,DB00202,Botulinum toxin type A,DB00083,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Botulinum toxin type A.,['SLC5A2'],['KCNJ1']
Succinylcholine,DB00202,Cyclosporine,DB00091,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Cyclosporine.,['SLC5A2'],['ABCC8']
Succinylcholine,DB00202,Magnesium trisilicate,DB09281,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Magnesium trisilicate.,['HRH1'],['EDNRB']
Succinylcholine,DB00202,Magnesium chloride,DB09407,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Magnesium chloride.,['DRD4'],['EDNRA']
Succinylcholine,DB00202,Magnesium acetate tetrahydrate,DB09409,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Magnesium acetate tetrahydrate.,['ADRA1A'],['CA1']
Succinylcholine,DB00202,Magnesium Aluminum Silicate,DB11230,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Magnesium Aluminum Silicate.,['GUCY1A2'],['CA3']
Succinylcholine,DB00202,Plazomicin,DB12615,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Plazomicin.,['GUCY1A2'],['BRAF']
Succinylcholine,DB00202,Magnesium silicate,DB13249,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Magnesium silicate.,['GUCY1A2'],['SLC6A2']
Succinylcholine,DB00202,Penimepicycline,DB13264,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Penimepicycline.,['GUCY1A2'],['SLC6A4']
Succinylcholine,DB00202,Magnesium aspartate,DB13359,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Magnesium aspartate.,['GUCY1A2'],['SLC6A3']
Succinylcholine,DB00202,Isepamicin,DB13540,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Isepamicin.,['GUCY1A2'],['MAOA']
Succinylcholine,DB00202,Magnesium gluconate,DB13749,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Magnesium gluconate.,['GUCY1A2'],['MAOB']
Succinylcholine,DB00202,Magnesium orotate,DB13786,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Magnesium orotate.,['GUCY1A2'],['NPY']
Succinylcholine,DB00202,Magnesium phosphate,DB13862,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Magnesium phosphate.,['GUCY1A2'],['SCN5A']
Succinylcholine,DB00202,Magnesium acetate,DB13996,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Magnesium acetate.,['GUCY1A2'],['KCNH2']
Succinylcholine,DB00202,Dantrolene,DB01219,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Dantrolene.,['GUCY1A2'],['ADRB1']
Succinylcholine,DB00202,Magnesium stearate,DB14077,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Magnesium stearate.,['EDNRA'],['ADRB2']
Succinylcholine,DB00202,Colistin,DB00803,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Colistin.,['EDNRB'],['ADRB1']
Succinylcholine,DB00202,Pregabalin,DB00230,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Pregabalin.,['SLC5A2'],['SLC18A2']
Succinylcholine,DB00202,Lofexidine,DB04948,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Lofexidine.,['SLC5A2'],['SLC6A2']
Succinylcholine,DB00202,Propenidazole,DB13319,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Propenidazole.,['GLP1R'],['CA2']
Succinylcholine,DB00202,Lithium citrate,DB14507,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Lithium citrate.,['GLP1R'],['CA4']
Succinylcholine,DB00202,Lithium carbonate,DB14509,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Lithium carbonate.,['GLP1R'],['CA7']
Succinylcholine,DB00202,Lithium hydroxide,DB14506,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Lithium hydroxide.,['GLP1R'],['CA1']
Dofetilide,DB00204,Bisoprolol,DB00612,The therapeutic efficacy of Dofetilide can be increased when used in combination with Bisoprolol.,['CACNG1'],['GLRA1']
Pyrimethamine,DB00205,Acetazolamide,DB00819,The therapeutic efficacy of Pyrimethamine can be increased when used in combination with Acetazolamide.,['SERPIND1'],['HTR2A']
Reserpine,DB00206,Magnesium sulfate,DB00653,The therapeutic efficacy of Reserpine can be increased when used in combination with Magnesium sulfate.,['GRIA1'],['HRH1']
Reserpine,DB00206,Pregabalin,DB00230,The therapeutic efficacy of Reserpine can be increased when used in combination with Pregabalin.,['HSD17B10'],['DRD4']
Reserpine,DB00206,Tetrabenazine,DB04844,The therapeutic efficacy of Tetrabenazine can be increased when used in combination with Reserpine.,['HSD17B10'],['KCNH2']
Reserpine,DB00206,Deutetrabenazine,DB12161,The therapeutic efficacy of Deutetrabenazine can be increased when used in combination with Reserpine.,['ECHS1'],['SCN5A']
Reserpine,DB00206,Lofexidine,DB04948,The therapeutic efficacy of Reserpine can be increased when used in combination with Lofexidine.,['HADH'],['DNMT1']
Reserpine,DB00206,Bisoprolol,DB00612,The therapeutic efficacy of Reserpine can be increased when used in combination with Bisoprolol.,['ADRB2'],['CACNA2D1']
Reserpine,DB00206,Carvedilol,DB01136,The therapeutic efficacy of Carvedilol can be increased when used in combination with Reserpine.,['ADRB3'],['ADRA1A']
Reserpine,DB00206,Nadolol,DB01203,The therapeutic efficacy of Nadolol can be increased when used in combination with Reserpine.,['ADRA1A'],['HTR1A']
Reserpine,DB00206,Bendroflumethiazide,DB00436,The therapeutic efficacy of Reserpine can be increased when used in combination with Bendroflumethiazide.,['ADRA2C'],['CACNA2D1']
Reserpine,DB00206,Cyclothiazide,DB00606,The therapeutic efficacy of Reserpine can be increased when used in combination with Cyclothiazide.,['ADRB1'],['ADRA2A']
Reserpine,DB00206,Hydroflumethiazide,DB00774,The therapeutic efficacy of Reserpine can be increased when used in combination with Hydroflumethiazide.,['ADRB2'],['ADRA1A']
Reserpine,DB00206,Trichlormethiazide,DB01021,The therapeutic efficacy of Reserpine can be increased when used in combination with Trichlormethiazide.,['ADRA1D'],['HTR1A']
Reserpine,DB00206,Cyclopenthiazide,DB13532,The therapeutic efficacy of Reserpine can be increased when used in combination with Cyclopenthiazide.,['ADRB3'],['HTR7']
Reserpine,DB00206,Methyclothiazide,DB00232,The therapeutic efficacy of Reserpine can be increased when used in combination with Methyclothiazide.,['ADRA1A'],['HTR2C']
Reserpine,DB00206,Benzthiazide,DB00562,The therapeutic efficacy of Reserpine can be increased when used in combination with Benzthiazide.,['ADRA1B'],['HTR1D']
Reserpine,DB00206,Mebutizide,DB13430,The therapeutic efficacy of Reserpine can be increased when used in combination with Mebutizide.,['ADRA2A'],['ADRB1']
Reserpine,DB00206,Buthiazide,DB15861,The therapeutic efficacy of Reserpine can be increased when used in combination with Buthiazide.,['ADRA2B'],['ADRB2']
Reserpine,DB00206,Indapamide,DB00808,The therapeutic efficacy of Indapamide can be increased when used in combination with Reserpine.,['ADRA1B'],['CHRNA2']
Pantoprazole,DB00213,Sulpiride,DB00391,The therapeutic efficacy of Sulpiride can be increased when used in combination with Pantoprazole.,['SLC5A2'],['HTR1A']
Glimepiride,DB00222,Ethoxzolamide,DB00311,The therapeutic efficacy of Glimepiride can be increased when used in combination with Ethoxzolamide.,['PKLR'],['IGF1R']
Glimepiride,DB00222,Sulfamethizole,DB00576,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfamethizole.,['CYP19A1'],['INSR']
Glimepiride,DB00222,Sulfametopyrazine,DB00664,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfametopyrazine.,['CYP19A1'],['INSR']
Glimepiride,DB00222,Tamsulosin,DB00706,The therapeutic efficacy of Glimepiride can be increased when used in combination with Tamsulosin.,['PKLR'],['IGF1R']
Glimepiride,DB00222,Sulfapyridine,DB00891,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfapyridine.,['CYP19A1'],['INSR']
Glimepiride,DB00222,Rosuvastatin,DB01098,The therapeutic efficacy of Glimepiride can be increased when used in combination with Rosuvastatin.,['CYP19A1'],['DRD2']
Glimepiride,DB00222,Diclofenamide,DB01144,The therapeutic efficacy of Glimepiride can be increased when used in combination with Diclofenamide.,['CYP19A1'],['CA2']
Glimepiride,DB00222,Sulfacytine,DB01298,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfacytine.,['CYP19A1'],['DRD4']
Glimepiride,DB00222,Sulfamerazine,DB01581,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfamerazine.,['PKLR'],['VAMP1']
Glimepiride,DB00222,Sulfamethazine,DB01582,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfamethazine.,['CYP19A1'],['SYT2']
Glimepiride,DB00222,Piretanide,DB02925,The therapeutic efficacy of Glimepiride can be increased when used in combination with Piretanide.,['PKLR'],['CAMLG']
Glimepiride,DB00222,Hydroxyfasudil,DB04707,The therapeutic efficacy of Glimepiride can be increased when used in combination with Hydroxyfasudil.,['CYP19A1'],['PPP3R2']
Glimepiride,DB00222,Sulfadimethoxine,DB06150,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfadimethoxine.,['PKLR'],['PPIA']
Glimepiride,DB00222,Sulfameter,DB06821,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfameter.,['CYP19A1'],['PPIF']
Glimepiride,DB00222,Clorsulon,DB11389,The therapeutic efficacy of Glimepiride can be increased when used in combination with Clorsulon.,['CYP19A1'],['CXCR4']
Glimepiride,DB00222,Sulfaethoxypyridazine,DB11462,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfaethoxypyridazine.,['CYP19A1'],['GP9']
Glimepiride,DB00222,Sulfanitran,DB11463,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfanitran.,['PKLR'],['KCNN4']
Glimepiride,DB00222,Sulfadicramide,DB13214,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfadicramide.,['PKLR'],['GSTA2']
Glimepiride,DB00222,Phthalylsulfathiazole,DB13248,The therapeutic efficacy of Glimepiride can be increased when used in combination with Phthalylsulfathiazole.,['CYP19A1'],['TNF']
Glimepiride,DB00222,Sulfaisodimidine,DB13283,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfaisodimidine.,['PKLR'],['TLR9']
Glimepiride,DB00222,Meticrane,DB13284,The therapeutic efficacy of Glimepiride can be increased when used in combination with Meticrane.,['CYP19A1'],['GST']
Glimepiride,DB00222,Sulfaperin,DB13320,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfaperin.,['PKLR'],['HMGB1']
Glimepiride,DB00222,Mefruside,DB13405,The therapeutic efficacy of Glimepiride can be increased when used in combination with Mefruside.,['CYP19A1'],['GSTM1']
Glimepiride,DB00222,Sulfametomidine,DB13485,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfametomidine.,['CYP19A1'],['AVPR2']
Glimepiride,DB00222,Sulfatolamide,DB13547,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfatolamide.,['PKLR'],['CACNA1C']
Glimepiride,DB00222,Sulfamazone,DB13556,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfamazone.,['CYP19A1'],['CHRNA2']
Glimepiride,DB00222,Succinylsulfathiazole,DB13580,The therapeutic efficacy of Glimepiride can be increased when used in combination with Succinylsulfathiazole.,['PKLR'],['CHRNA7']
Glimepiride,DB00222,Clorexolone,DB13617,The therapeutic efficacy of Glimepiride can be increased when used in combination with Clorexolone.,['CYP19A1'],['CHRNA7']
Glimepiride,DB00222,Clofenamide,DB13663,The therapeutic efficacy of Glimepiride can be increased when used in combination with Clofenamide.,['PKLR'],['CHRNA4']
Glimepiride,DB00222,Sulfathiourea,DB13699,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfathiourea.,['CYP19A1'],['CHRNB2']
Glimepiride,DB00222,Sulfaguanidine,DB13726,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfaguanidine.,['CYP19A1'],['PRNP']
Glimepiride,DB00222,Sulfamethoxypyridazine,DB13773,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfamethoxypyridazine.,['PKLR'],['PADI4']
Glimepiride,DB00222,Acetyl sulfisoxazole,DB14033,The therapeutic efficacy of Glimepiride can be increased when used in combination with Acetyl sulfisoxazole.,['CYP19A1'],['SLC12A1']
Glimepiride,DB00222,Indisulam,DB06370,The therapeutic efficacy of Glimepiride can be increased when used in combination with Indisulam.,['PKLR'],['ATP1A1']
Glimepiride,DB00222,Methazolamide,DB00703,The therapeutic efficacy of Glimepiride can be increased when used in combination with Methazolamide.,['CYP19A1'],['LEF1']
Glimepiride,DB00222,Buthiazide,DB15861,The therapeutic efficacy of Glimepiride can be increased when used in combination with Buthiazide.,['PKLR'],['GSTP1']
Glimepiride,DB00222,Zonisamide,DB00909,The therapeutic efficacy of Glimepiride can be increased when used in combination with Zonisamide.,['CYP19A1'],['SCN5A']
Glimepiride,DB00222,Fasudil,DB08162,The therapeutic efficacy of Glimepiride can be increased when used in combination with Fasudil.,['PKLR'],['KCNK1']
Glimepiride,DB00222,Sulfametrole,DB15975,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfametrole.,['CYP19A1'],['KCNK6']
Glimepiride,DB00222,Vemurafenib,DB08881,The therapeutic efficacy of Glimepiride can be increased when used in combination with Vemurafenib.,['SNAP25'],['KCNMA1']
